conllu_index,correct,incorrect
18258,"Radni zdecydowali też, że u zbiegu al. Kraśnickiej i Orkana nie może stanąć hipermarket spożywczy.","Radni zdecydowali też, że u zbiegu al. Kraśnickiej i Orkana nie może stanąć hipermarket spożywczy."
18260,Wiatr bezpowrotnie zniszczył aż 309 okazów.,Wiatr bezpowrotnie zniszczył aż 309 okazów.
18270,Obecnie tworzą się struktury regionalne związku.,Obecnie tworzą się struktury regionalne związku.
18274,Na stanowisko wiceprezesa dołączył Marek Tałasiewicz.,Na stanowisko wiceprezesa dołączył Marek Tałasiewicz.
18280,"Warszawskie stowarzyszenie ""NOE"" działa od 1996 roku.","Warszawskie stowarzyszenie ""NOE"" działa od 1996 roku."
18282,Akt oskarżenia w tej sprawie Prokuratura Okręgowa skierowała do gdańskiego sądu rejonowego.,Akt oskarżenia w tej sprawie Prokuratura Okręgowa skierowała do gdańskiego sądu rejonowego.
18285,W tym tygodniu Aleksander Kwaśniewski podejmie decyzję w sprawie ustaw podatkowych - poinformował wczoraj prezydencki prawnik Ryszard Kalisz.,W tym tygodniu Aleksander Kwaśniewski podejmie decyzję w sprawie ustaw podatkowych - poinformował wczoraj prezydencki prawnik Ryszard Kalisz.
18287,"""Prezydent zamierza podjąć decyzję jeszcze w tym tygodniu.","""Prezydent zamierza podjąć decyzję jeszcze w tym tygodniu."
18292,"Szpital, znany ze swej działalności w całej Polsce, ma podpisane umowy o udzielanie świadczeń zdrowotnych z kasami chorych: zachodniopomorską, branżową i lubuską.","Szpital, znany ze swej działalności w całej Polsce, ma podpisane umowy o udzielanie świadczeń zdrowotnych z kasami chorych: zachodniopomorską, branżową i lubuską."
18296,Sprawą zajęła się już prokuratura w Gryficach.,Sprawą zajęła się już prokuratura w Gryficach.
18300,"O oprocentowaniu rat nie ma mowy, ponieważ to wyznacza ustawa o gospodarce nieruchomościami.","O oprocentowaniu rat nie ma mowy, ponieważ to wyznacza ustawa o gospodarce nieruchomościami."
18301,"Autorzy projektu zapowiadają, że jeśli zarząd przyjmie proponowane przez nich zmiany jako autopoprawki, natychmiast go wycofają.","Autorzy projektu zapowiadają, że jeśli zarząd przyjmie proponowane przez nich zmiany jako autopoprawki, natychmiast go wycofają."
18302,"Jego uczestnicy (również ze strony niemieckiej) rozmawiali o perspektywach rozwoju firm sektora MSP w Euroregionie ""Pomerania"", szansach współpracy gospodarczej, potencjale firm Pomorza Zachodniego, programach wspierania przedsiębiorczości w Euroregionie oraz województwie zachodniopomorskim.","Jego uczestnicy (również ze strony niemieckiej) rozmawiali o perspektywach rozwoju firm sektora MSP w Euroregionie ""Pomerania"", szansach współpracy gospodarczej, potencjale firm Pomorza Zachodniego, programach wspierania przedsiębiorczości w Euroregionie oraz województwie zachodniopomorskim."
18305,"Magazyn podał w środę wieczorem czasu amerykańskiego, że w ramach operacji ""Playmate"" żołnierze będą mogli przez Internet kontaktować się z pięknościami z rozkładówek ""Playboya"".","Magazyn podał w środę wieczorem czasu amerykańskiego, że w ramach operacji ""Playmate"" żołnierze będą mogli przez Internet kontaktować się z pięknościami z rozkładówek ""Playboya""."
18309,"5 września br. ""Kurier"" informował o pojawieniu się w tym antykwariacie listów (autorstwa Adama Mickiewicza i Zygmunta Krasińskiego) i wiersza Juliusza Słowackiego.","5 września br. ""Kurier"" informował o pojawieniu się w tym antykwariacie listów (autorstwa Adama Mickiewicza i Zygmunta Krasińskiego) i wiersza Juliusza Słowackiego."
18314,W miniony czwartek - w asyście prokuratora i gryfińskich strażaków - policja przeszukała strych zlikwidowanej szkoły.,W miniony czwartek - w asyście prokuratora i gryfińskich strażaków - policja przeszukała strych zlikwidowanej szkoły.
18318,Wstępną odpowiedź firma ma dać w ciągu dwóch tygodni.,Wstępną odpowiedź firma ma dać w ciągu dwóch tygodni.
18323,"Policjanci z Reska twierdzą, że w mieście nie ma satanistów czy osób powiązanych z innymi sektami.","Policjanci z Reska twierdzą, że w mieście nie ma satanistów czy osób powiązanych z innymi sektami."
18324,"Zdarzenie poruszyło wszystkich mieszkańców, którzy sprawstwo przypisują miejscowym.","Zdarzenie poruszyło wszystkich mieszkańców, którzy sprawstwo przypisują miejscowym."
18329,"Szczecińscy piekarze podarują pieczywo, które od godz. 10 do 14 będzie rozdawane najuboższym i bezdomnym.","Szczecińscy piekarze podarują pieczywo, które od godz. 10 do 14 będzie rozdawane najuboższym i bezdomnym."
18332,Jego kierowca i 3 kolejnych pasażerów oraz 4 jadących autobusem znalazło się w szpitalu.,Jego kierowca i 3 kolejnych pasażerów oraz 4 jadących autobusem znalazło się w szpitalu.
18336,"Na liście wyborczej zabrakło byłego wiceprezydenta Szczecina Jacka Jakiela, który zgłosił swoją kandydaturę na tzw. miejsca niemandatowe, ale powtórnie - jak przed prawyborami - jego nazwisko ""trójka"" wykreśliła.","Na liście wyborczej zabrakło byłego wiceprezydenta Szczecina Jacka Jakiela, który zgłosił swoją kandydaturę na tzw. miejsca niemandatowe, ale powtórnie - jak przed prawyborami - jego nazwisko ""trójka"" wykreśliła."
18339,"Stanowe władze zdrowotne potwierdziły, że jest to choroba wywołana wirusem Zachodniego Nilu.","Stanowe władze zdrowotne potwierdziły, że jest to choroba wywołana wirusem Zachodniego Nilu."
18341,"Z informacji uzyskanych w Wojewódzkim Stanowisku Koordynacji Ratownictwa wynika, że Kraków jest tylko miejscem koncentracji strażaków.","Z informacji uzyskanych w Wojewódzkim Stanowisku Koordynacji Ratownictwa wynika, że Kraków jest tylko miejscem koncentracji strażaków."
18356,"Z lekarskich statystyk wynika, że problemy z erekcją ma - przynajmniej od czasu do czasu - ponad połowa Czechów w wieku ponad 40 lat.","Z lekarskich statystyk wynika, że problemy z erekcją ma - przynajmniej od czasu do czasu - ponad połowa Czechów w wieku ponad 40 lat."
18358,Kobiety półtora raza częściej niż mężczyźni planują wyjazd na pielgrzymkę.,Kobiety półtora raza częściej niż mężczyźni planują wyjazd na pielgrzymkę.
18374,"Właściciel - Nadwiślańska Spółka Węglowa - chce sprzedać zabytkowy pałacyk myśliwski, by w ten sposób spłacić część długu wobec Zakładu Ubezpieczeń Społecznych.","Właściciel - Nadwiślańska Spółka Węglowa - chce sprzedać zabytkowy pałacyk myśliwski, by w ten sposób spłacić część długu wobec Zakładu Ubezpieczeń Społecznych."
18377,"Kierowca ""czerwonego"" prawdopodobnie pierwszy wyjechał na skrzyżowanie, jego kolega po fachu nie zdążył wyhamować.","Kierowca ""czerwonego"" prawdopodobnie pierwszy wyjechał na skrzyżowanie, jego kolega po fachu nie zdążył wyhamować."
18379,Pogotowie natychmiast odwiozło rannych pasażerów do szpitala w Rybniku.,Pogotowie natychmiast odwiozło rannych pasażerów do szpitala w Rybniku.
18385,"Wysoka liczba urodzeń hamuje także rozwój gospodarczy kraju, w którym znaczny procent mieszkańców żyje poniżej uznanego progu ubóstwa.","Wysoka liczba urodzeń hamuje także rozwój gospodarczy kraju, w którym znaczny procent mieszkańców żyje poniżej uznanego progu ubóstwa."
18389,"Mundurowi nie chcą zdradzać parametrów technicznych maszyn, by nie ułatwiać życia drogowym piratom.","Mundurowi nie chcą zdradzać parametrów technicznych maszyn, by nie ułatwiać życia drogowym piratom."
18397,"Podczas czwartkowej rozprawy sędzia Tomasz Sikora podkreślił, że sprawa jest skomplikowana i wymaga jeszcze od sądu zastanowienia.","Podczas czwartkowej rozprawy sędzia Tomasz Sikora podkreślił, że sprawa jest skomplikowana i wymaga jeszcze od sądu zastanowienia."
18402,Rozgrywane po raz pierwszy klubowe mistrzostwa świata w piłce nożnej zainaugurowały w środowy wieczór drużyny Realu Madryt i mistrza Arabii Saudyjskiej - Al Nassr Rijad.,Rozgrywane po raz pierwszy klubowe mistrzostwa świata w piłce nożnej zainaugurowały w środowy wieczór drużyny Realu Madryt i mistrza Arabii Saudyjskiej - Al Nassr Rijad.
18406,"W sobotę, kilka minut przed godziną 22 nad ulicą Litewską w Gdańsku pojawił się słup czarnego dymu.","W sobotę, kilka minut przed godziną 22 nad ulicą Litewską w Gdańsku pojawił się słup czarnego dymu."
18407,"W ogniu stanęły obiekty, w których mieściła się hurtownia obuwia.","W ogniu stanęły obiekty, w których mieściła się hurtownia obuwia."
18408,Płomienie rozprzestrzeniały się wyjątkowo szybko przedostając się na kolejne pomieszczenia magazynowe.,Płomienie rozprzestrzeniały się wyjątkowo szybko przedostając się na kolejne pomieszczenia magazynowe.
18411,"Umożliwiły to Polskie Linie Lotnicze LOT, uruchamiając połączenie samolotami.","Umożliwiły to Polskie Linie Lotnicze LOT, uruchamiając połączenie samolotami."
18414,W niedzielę rano rozpoczęła się zapowiadana przez władze macedońskie ofensywa przeciwko albańskim separatystom działającym na północy kraju.,W niedzielę rano rozpoczęła się zapowiadana przez władze macedońskie ofensywa przeciwko albańskim separatystom działającym na północy kraju.
18415,Rozkaz jej rozpoczęcia wydał oddziałom armii prezydent Boris Trajkovski.,Rozkaz jej rozpoczęcia wydał oddziałom armii prezydent Boris Trajkovski.
18416,"O godz. 7 rano czasu lokalnego (równego warszawskiemu) armia rozpoczęła ostrzał wzgórz położonych nieopodal miasta, na których znajdują się pozycje bojowników albańskiej Armii Wyzwolenia Narodowego (UCK).","O godz. 7 rano czasu lokalnego (równego warszawskiemu) armia rozpoczęła ostrzał wzgórz położonych nieopodal miasta, na których znajdują się pozycje bojowników albańskiej Armii Wyzwolenia Narodowego (UCK)."
18423,"Przywódca palestyński zaapelował do Powella, by pomógł w zniesieniu izraelskiej blokady terytoriów palestyńskich.","Przywódca palestyński zaapelował do Powella, by pomógł w zniesieniu izraelskiej blokady terytoriów palestyńskich."
18425,"Władze miasta zapewniają, że remont kapitalny torowiska na ulicy Pomorskiej rozpocznie się w pierwszej połowie bieżącego roku.","Władze miasta zapewniają, że remont kapitalny torowiska na ulicy Pomorskiej rozpocznie się w pierwszej połowie bieżącego roku."
18431,Kardynał przewodniczy tam uroczystościom liturgicznym.,Kardynał przewodniczy tam uroczystościom liturgicznym.
18432,"Po serii wybuchów policja znalazła podejrzaną paczkę w centrum handlowym w dzielnicy finansowej Makati, gdzie nastąpiła już jedna eksplozja.","Po serii wybuchów policja znalazła podejrzaną paczkę w centrum handlowym w dzielnicy finansowej Makati, gdzie nastąpiła już jedna eksplozja."
18433,"Paczką zajęli się saperzy, a dzielnicę obstawili agenci bezpieczeństwa.","Paczką zajęli się saperzy, a dzielnicę obstawili agenci bezpieczeństwa."
18437,Przy temperaturze -2 st. Celsjusza i słabym wietrze dziewięć jachtów rywalizowało w dwóch klasach w ostatnich w tym wieku regatach.,Przy temperaturze -2 st. Celsjusza i słabym wietrze dziewięć jachtów rywalizowało w dwóch klasach w ostatnich w tym wieku regatach.
18440,"Według pracownika polskiej ambasady, tankowiec płynął z Konstancy w Rumunii do Lagos w Nigerii.","Według pracownika polskiej ambasady, tankowiec płynął z Konstancy w Rumunii do Lagos w Nigerii."
18441,"W przewożącym prawie 30 tys. ton ropy tankowcu pojawiła się 20-metrowa szczelina na poziomie pokładu głównego, nie stwierdzono jednak wycieku ropy - poinformowały źródła w marokańskiej marynarce królewskiej.","W przewożącym prawie 30 tys. ton ropy tankowcu pojawiła się 20-metrowa szczelina na poziomie pokładu głównego, nie stwierdzono jednak wycieku ropy - poinformowały źródła w marokańskiej marynarce królewskiej."
18443,"Stworzenia te po opuszczeniu wnętrza Ziemi obejmują panowanie na powierzchni i palą swymi ognistymi oddechami wszystko, co napotykają na swej drodze.","Stworzenia te po opuszczeniu wnętrza Ziemi obejmują panowanie na powierzchni i palą swymi ognistymi oddechami wszystko, co napotykają na swej drodze."
18446,Z oczywistych względów wyprzedza nas tylko województwo mazowieckie.,Z oczywistych względów wyprzedza nas tylko województwo mazowieckie.
18451,"Chłopcy mówili, że ""szukają mamy i jedzenia"".","Chłopcy mówili, że ""szukają mamy i jedzenia""."
18454,Matka dopiero kilkanaście godzin po zniknięciu synów zgłosiła się po nich.,Matka dopiero kilkanaście godzin po zniknięciu synów zgłosiła się po nich.
18457,"Dlatego ludzie ci domagają się, aby uchylić przynajmniej dla nich obowiązek uzyskiwania skierowań do neurologów.","Dlatego ludzie ci domagają się, aby uchylić przynajmniej dla nich obowiązek uzyskiwania skierowań do neurologów."
18465,Jak jednak ów egzamin będzie wyglądał w praktyce?,Jak jednak ów egzamin będzie wyglądał w praktyce?
18477,"W ubiegłym tygodniu Agencja Rynku Rolnego wystawiła groch konsumpcyjny w ilości 97 ton, którego cena wywoławcza podwyższona została z 740 do 750 zł za tonę.","W ubiegłym tygodniu Agencja Rynku Rolnego wystawiła groch konsumpcyjny w ilości 97 ton, którego cena wywoławcza podwyższona została z 740 do 750 zł za tonę."
18481,"Oskarżony groził niewiastom siekierą, a jego nieletni wspólnik imitacją pistoletu.","Oskarżony groził niewiastom siekierą, a jego nieletni wspólnik imitacją pistoletu."
18492,Władze WSZiA zadbały o możliwość kontynuowania studiów i zdobycia tytułu magistra dla swoich absolwentów.,Władze WSZiA zadbały o możliwość kontynuowania studiów i zdobycia tytułu magistra dla swoich absolwentów.
18503,"Eksperci uznali jednak, że ze względu na specyfikę użytego do rekonstrukcji materiału, który pod wpływem powietrza żółknie, posąg powinien znaleźć się w zamkniętym pomieszczeniu.","Eksperci uznali jednak, że ze względu na specyfikę użytego do rekonstrukcji materiału, który pod wpływem powietrza żółknie, posąg powinien znaleźć się w zamkniętym pomieszczeniu."
18513,Lekarze zalecili mu odpoczynek przed rywalizacją sztafet.,Lekarze zalecili mu odpoczynek przed rywalizacją sztafet.
18521,"Sędziowie nie znaleźli podstaw, by przyznać rację pracodawcom także wobec innych, zakwestionowanych przez nich artykułów Kodeksu pracy.","Sędziowie nie znaleźli podstaw, by przyznać rację pracodawcom także wobec innych, zakwestionowanych przez nich artykułów Kodeksu pracy."
18525,40-osobowa grupa chuliganów wywołała rozróbę przed sobotnim III-ligowym meczem piłki nożnej Lublinianki z Cracovią.,40-osobowa grupa chuliganów wywołała rozróbę przed sobotnim III-ligowym meczem piłki nożnej Lublinianki z Cracovią.
18526,"Przed stadionem na ul. Leszczyńskiego, posypały się butelki z benzyną, fruwały w powietrze kamienie i drewniane pały.","Przed stadionem na ul. Leszczyńskiego, posypały się butelki z benzyną, fruwały w powietrze kamienie i drewniane pały."
18528,"Po wybraniu przez komisję swoich kandydatów, komendant główny policji, po uzgodnieniu z wojewodą, prześle do ministra spraw wewnętrznych i administracji wniosek o powołanie jednej z proponowanych osób.","Po wybraniu przez komisję swoich kandydatów, komendant główny policji, po uzgodnieniu z wojewodą, prześle do ministra spraw wewnętrznych i administracji wniosek o powołanie jednej z proponowanych osób."
